P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Major
5,2,2,5,5,5,1,4,5,5,5,5,3,2,3,1,3,3,1,1,Linguistics
3,1,5,4,5,3,3,1,2,2,5,5,2,5,2,3,3,1,4,2,Linguistics
5,2,5,5,2,5,4,4,3,2,3,2,5,5,5,5,1,3,1,4,Linguistics
3,5,1,4,1,3,5,4,1,3,3,3,4,2,1,2,2,4,2,5,Linguistics
4,3,1,3,5,1,5,3,1,3,2,2,2,3,4,4,3,3,3,5,Linguistics
2,1,2,4,2,5,4,4,3,2,5,2,2,1,1,2,5,5,2,2,Linguistics
3,4,1,2,3,2,1,3,1,3,2,3,4,3,3,5,3,5,2,4,Linguistics
2,5,4,3,2,3,2,1,1,5,4,3,1,4,1,4,5,5,3,3,Linguistics
1,4,1,5,3,1,4,4,4,1,1,5,1,3,2,1,3,3,4,1,Linguistics
4,3,4,3,2,1,5,1,4,2,4,4,4,3,2,3,3,3,5,2,Linguistics
3,3,5,5,5,1,2,5,4,4,3,3,1,4,1,2,4,1,2,3,Linguistics
1,5,1,2,1,2,5,2,3,2,5,1,1,4,5,4,4,1,4,1,Linguistics
2,3,3,2,2,2,4,5,5,3,4,4,1,3,5,1,1,2,2,2,Linguistics
5,3,3,1,2,3,1,3,2,5,2,3,3,5,5,5,3,2,5,5,Linguistics
4,2,1,1,4,4,5,2,1,3,4,2,3,5,2,4,5,5,5,5,Linguistics
4,3,3,4,2,2,2,1,4,2,2,1,2,4,3,5,3,1,3,1,Linguistics
2,5,3,2,2,1,2,3,5,2,4,3,4,2,4,5,5,2,4,1,Linguistics
3,2,4,3,3,2,5,1,1,4,1,5,1,4,1,1,3,3,3,4,Linguistics
2,4,2,3,2,1,5,4,2,2,4,3,2,5,1,1,1,1,4,1,Linguistics
1,4,3,5,5,5,1,1,3,3,1,1,5,3,2,5,1,3,1,3,Linguistics
2,2,3,3,4,2,5,5,5,2,2,5,3,5,3,4,5,4,2,1,Linguistics
3,4,5,4,5,4,1,2,5,5,1,5,3,4,1,2,1,2,3,2,Linguistics
1,4,2,5,1,1,3,4,2,5,1,5,1,1,2,5,4,2,1,5,Linguistics
1,3,5,3,3,5,1,3,2,2,2,5,2,5,3,4,4,1,4,1,Linguistics
1,5,4,2,1,1,3,4,2,2,1,3,5,5,1,5,2,1,3,2,Linguistics
2,2,5,1,4,5,3,2,2,3,3,5,2,5,2,3,4,3,5,4,Linguistics
4,2,2,1,3,1,5,4,1,3,5,4,5,1,2,5,2,2,2,3,Linguistics
2,4,5,3,4,3,5,3,1,5,2,2,3,2,3,3,3,4,2,3,Linguistics
4,4,1,1,2,2,1,2,3,1,4,5,1,3,2,4,4,5,5,4,Linguistics
4,5,1,4,2,1,2,2,2,1,2,4,4,1,2,2,5,3,5,1,Linguistics
5,5,2,5,5,3,4,4,5,5,1,3,2,2,1,2,1,2,3,4,Linguistics
2,3,1,4,5,4,5,2,2,2,1,2,3,3,4,5,3,2,3,2,Linguistics
2,4,3,3,2,2,4,1,3,2,1,5,1,4,4,3,3,2,2,1,Linguistics
1,5,1,4,2,3,1,1,1,2,1,2,5,3,4,1,4,1,4,4,Linguistics
4,1,2,1,3,1,3,5,5,5,4,1,1,4,1,1,4,1,3,3,Linguistics
2,2,2,4,1,5,2,5,5,3,5,3,5,5,3,4,5,2,3,2,Linguistics
1,4,3,2,1,4,2,2,1,5,1,1,5,3,1,2,1,4,1,1,Linguistics
2,3,4,2,2,4,4,5,1,3,4,3,2,2,3,4,1,1,3,3,Linguistics
1,1,3,3,3,1,4,2,1,3,1,4,3,5,4,3,1,2,5,2,Linguistics
1,2,4,2,3,2,5,3,1,4,4,3,5,2,5,4,2,2,3,4,Linguistics
2,3,4,2,1,5,5,3,4,4,3,2,4,3,5,3,2,4,5,4,Linguistics
1,4,5,1,1,3,5,4,1,5,4,4,2,2,1,5,3,5,1,5,Linguistics
3,4,1,3,5,2,2,2,1,1,1,1,2,2,2,2,4,1,2,2,Linguistics
5,3,3,2,1,5,5,5,3,1,4,3,4,5,1,4,1,4,3,1,Linguistics
1,2,2,3,1,3,3,3,2,4,1,5,2,5,4,1,4,4,3,2,Linguistics
5,1,2,4,3,5,1,2,4,5,2,5,4,2,2,2,5,3,1,3,Linguistics
3,4,5,3,3,2,5,1,3,2,5,2,1,1,2,2,4,3,2,3,Linguistics
1,2,5,3,2,1,2,3,4,5,1,1,3,4,3,1,5,1,4,4,Linguistics
5,4,5,3,4,2,2,2,4,2,1,2,5,3,2,3,3,5,5,3,Linguistics
2,2,2,3,2,1,3,2,3,3,1,4,2,1,5,1,1,4,4,2,Linguistics
2,1,5,3,1,5,3,2,3,2,5,3,2,2,2,4,2,2,2,1,Linguistics
2,5,4,2,1,3,2,2,1,1,2,5,4,2,3,2,5,4,2,4,Linguistics
4,1,2,1,1,5,1,3,4,4,1,5,2,3,1,1,3,5,1,2,Linguistics
1,2,4,5,2,3,5,5,4,2,3,1,1,3,2,1,1,5,2,5,Linguistics
1,5,2,4,4,3,1,1,3,2,3,4,1,3,2,4,3,5,3,3,Linguistics
5,3,4,3,2,2,1,5,4,4,1,5,2,2,5,4,3,4,3,5,Linguistics
3,5,5,4,2,1,1,5,4,1,1,3,3,3,4,1,3,5,3,5,Linguistics
5,4,1,4,4,5,3,4,2,2,1,5,2,3,1,1,3,4,4,2,Linguistics
4,2,3,5,1,3,3,3,1,2,2,5,4,1,3,2,1,1,1,5,Linguistics
5,4,4,4,4,5,5,4,4,1,5,4,2,3,3,1,5,3,5,2,Linguistics
5,3,3,4,3,5,5,1,4,5,1,5,1,1,2,5,5,1,5,5,Linguistics
1,2,1,1,2,1,3,1,4,1,4,3,4,3,2,2,4,3,1,4,Linguistics
5,5,4,2,1,4,5,1,2,3,5,1,1,2,5,1,2,5,2,4,Linguistics
4,1,4,5,1,4,5,4,4,3,1,5,4,3,1,3,3,4,1,4,Linguistics
3,2,4,2,5,3,3,4,2,1,5,2,4,2,2,5,2,4,3,1,Linguistics
1,1,3,4,2,2,3,1,1,5,1,3,3,2,3,3,3,2,2,3,Linguistics
3,1,4,2,3,3,4,4,1,1,2,2,2,1,4,1,1,3,3,2,Linguistics
4,5,5,3,4,5,3,1,2,3,1,5,3,4,1,2,2,5,4,5,Linguistics
4,4,4,1,5,5,5,1,5,3,3,2,4,5,5,2,5,3,3,5,Linguistics
1,3,1,2,2,5,4,2,4,3,2,5,3,3,2,1,2,2,4,3,Linguistics
3,4,3,1,2,4,4,1,5,2,5,2,2,1,5,5,4,3,3,3,Linguistics
4,2,2,5,1,5,1,5,1,5,5,5,1,2,3,4,3,3,3,3,Linguistics
5,2,2,1,1,1,4,3,3,4,2,5,5,5,1,1,1,5,1,2,Linguistics
1,5,4,4,3,2,2,2,1,3,5,5,3,3,2,4,5,4,1,4,Linguistics
1,5,5,1,5,3,3,1,2,3,4,3,4,1,2,5,5,3,4,5,Linguistics
1,2,5,2,1,3,3,3,3,4,5,4,4,5,1,4,4,4,5,2,Linguistics
2,3,5,2,2,1,2,1,5,1,1,5,4,4,4,4,1,5,5,1,Linguistics
1,3,3,2,5,1,4,3,1,1,3,4,1,4,4,1,2,3,2,1,Linguistics
1,3,4,4,3,4,1,5,4,4,2,2,5,3,5,4,2,4,5,2,Linguistics
4,2,5,3,5,2,2,5,2,3,1,5,2,5,3,3,5,5,4,4,Linguistics
3,4,5,1,5,5,2,1,2,3,2,5,2,3,5,3,5,5,4,2,Linguistics
5,2,4,2,1,2,4,1,1,4,3,2,2,2,4,1,4,2,2,3,Linguistics
1,3,5,5,1,2,3,2,1,3,3,2,3,4,5,4,1,1,2,4,Linguistics
1,1,4,2,4,2,1,1,5,4,5,3,1,2,2,1,5,4,5,5,Linguistics
5,3,5,5,5,4,4,3,2,5,4,1,3,2,4,3,3,1,5,3,Linguistics
1,2,1,4,5,3,2,1,3,4,4,4,5,3,4,4,5,2,4,1,Linguistics
4,2,1,5,3,3,3,1,5,3,3,4,2,2,2,2,5,5,4,3,Linguistics
4,5,4,5,1,4,5,3,1,2,5,2,4,2,2,3,5,2,5,4,Linguistics
4,2,5,2,4,2,1,2,5,1,5,3,4,3,4,4,1,4,1,1,Linguistics
4,2,2,4,2,3,3,5,3,5,5,4,3,4,3,4,4,3,1,3,Linguistics
3,5,4,3,1,3,3,3,1,2,2,3,4,4,3,1,5,3,3,5,Linguistics
5,4,2,2,5,2,4,2,3,3,5,5,2,1,5,2,1,1,3,4,Linguistics
5,4,4,1,4,4,1,3,5,5,3,4,2,2,2,2,5,3,1,3,Linguistics
3,1,1,4,3,1,2,5,4,2,2,5,4,4,1,2,3,1,2,2,Linguistics
3,4,3,1,1,1,3,4,1,2,4,2,2,5,3,2,5,3,1,1,Linguistics
5,1,4,5,3,2,3,5,3,5,2,4,3,1,1,5,4,3,3,4,Linguistics
4,4,2,4,4,2,2,5,3,5,1,4,2,4,5,5,3,4,5,2,Linguistics
4,3,1,4,4,3,5,2,2,4,3,4,1,2,5,5,4,4,1,5,Linguistics
1,1,1,2,4,3,2,3,2,1,2,3,5,1,1,5,5,1,4,1,Linguistics
4,4,1,3,1,3,3,1,1,4,1,5,4,4,3,2,2,5,1,4,Linguistics
3,2,4,5,2,2,5,2,1,4,2,1,4,4,2,2,4,2,5,2,Linguistics
4,4,1,1,4,5,3,4,1,2,3,4,3,5,4,5,1,4,5,5,Linguistics
2,1,3,3,5,2,2,5,4,4,1,1,3,2,2,5,3,3,5,3,Linguistics
3,2,5,3,3,1,2,2,4,5,5,4,3,4,4,3,5,1,4,3,Linguistics
3,2,5,3,3,4,2,3,1,2,4,5,1,1,4,1,5,4,3,2,Linguistics
2,4,3,3,1,1,5,4,3,5,2,1,3,5,4,2,5,1,2,3,Linguistics
3,3,4,4,1,2,2,2,4,4,3,3,4,2,2,3,4,3,1,1,Linguistics
3,4,1,1,1,5,2,5,2,1,5,2,1,1,2,5,4,1,1,5,Linguistics
3,3,4,3,2,1,2,2,3,4,2,5,2,5,1,5,3,1,5,1,Linguistics
4,5,3,2,5,4,2,3,4,5,2,4,2,4,4,3,4,4,2,4,Linguistics
4,1,2,3,2,5,2,5,1,1,1,3,5,1,5,4,1,3,1,5,Linguistics
2,5,4,2,4,3,3,3,2,1,3,4,3,3,5,4,5,3,3,5,Linguistics
5,1,3,4,4,3,3,2,5,5,2,3,2,3,3,5,5,1,4,3,Linguistics
4,1,1,4,3,4,2,4,4,1,4,4,4,2,5,5,5,1,2,1,Linguistics
3,3,2,2,2,5,3,5,2,2,3,4,3,2,5,3,5,4,4,4,Linguistics
2,3,2,2,4,5,4,5,5,1,3,4,3,4,2,3,2,5,3,5,Linguistics
3,5,5,1,3,4,2,5,2,3,3,4,5,5,5,1,4,4,4,1,Linguistics
1,5,5,5,5,2,2,4,5,4,4,3,3,5,3,5,4,5,2,5,Linguistics
5,5,3,3,4,3,5,4,4,5,1,1,5,3,4,4,1,4,4,1,Linguistics
2,2,1,4,1,1,1,3,1,2,1,1,2,2,3,5,5,4,1,1,Linguistics
2,3,2,1,5,5,5,5,5,4,3,5,4,5,1,3,5,4,3,1,Linguistics
5,4,4,2,2,1,4,1,2,1,4,2,1,2,3,3,3,5,2,1,Linguistics
5,2,5,2,5,4,1,3,2,1,4,1,4,2,1,3,4,4,4,4,Linguistics
5,2,5,5,1,5,2,3,1,3,1,5,1,5,3,1,2,2,1,4,Linguistics
1,3,2,4,5,1,3,3,3,4,3,1,2,1,2,3,1,5,5,2,Linguistics
4,5,4,1,3,5,5,5,1,1,3,4,5,5,1,2,1,3,3,1,Linguistics
5,5,4,1,2,2,1,5,2,3,4,1,4,4,2,3,5,4,2,1,Linguistics
3,4,1,1,3,3,3,1,3,5,3,2,4,5,4,3,4,3,1,3,Linguistics
2,2,3,1,5,3,4,1,4,3,1,5,5,1,1,5,1,3,2,4,Linguistics
4,5,3,5,3,2,1,5,2,2,1,4,5,5,1,1,3,3,2,1,Linguistics
2,5,1,1,5,2,4,2,5,5,2,5,5,4,4,5,3,5,2,1,Linguistics
2,5,1,2,1,2,5,4,5,5,5,3,5,1,5,4,5,4,3,1,Linguistics
5,1,1,4,5,5,1,1,1,3,4,1,2,4,1,2,4,4,5,4,Linguistics
5,5,2,5,4,4,5,3,3,1,2,3,5,1,2,1,3,4,3,3,Linguistics
5,3,1,1,2,3,5,5,4,3,4,4,5,3,3,3,4,5,1,2,Linguistics
3,3,5,5,4,5,4,4,3,2,3,3,3,1,1,3,1,2,1,2,Linguistics
5,2,1,1,4,2,3,5,3,2,3,3,1,1,5,1,3,3,5,2,Linguistics
3,2,1,2,2,4,2,3,1,4,3,4,4,1,1,3,2,4,1,4,Linguistics
5,5,1,3,4,2,2,4,5,2,1,3,5,4,2,2,1,2,5,4,Linguistics
4,3,1,4,5,4,1,1,3,1,1,3,2,3,1,4,1,4,4,5,Linguistics
3,2,4,4,5,3,3,2,5,4,4,5,1,3,3,3,3,5,2,4,Linguistics
5,3,1,1,3,2,5,3,3,5,4,2,5,4,3,3,2,4,5,4,Linguistics
4,3,2,5,3,4,2,4,5,1,3,5,5,1,5,4,2,1,5,2,Linguistics
4,4,3,5,2,5,5,4,4,5,4,5,2,1,2,5,3,1,2,3,Linguistics
5,3,2,4,2,3,1,3,2,3,2,2,4,4,4,5,4,5,1,3,Linguistics
3,4,5,1,3,1,3,4,4,4,1,4,5,2,5,5,1,2,5,1,Linguistics
4,5,3,2,1,1,2,2,1,5,1,5,2,2,2,4,5,3,2,3,Linguistics
3,4,4,2,2,5,1,1,5,2,1,1,1,4,1,2,2,5,5,5,Linguistics
1,3,3,2,1,2,3,5,3,4,1,2,2,1,2,2,3,4,4,1,Linguistics
2,4,1,2,1,4,2,3,5,5,4,1,4,3,3,3,2,3,1,4,Linguistics
5,1,4,5,4,5,4,1,1,3,2,4,1,2,2,4,3,2,1,3,Linguistics
5,3,3,4,1,1,4,3,3,3,4,3,1,3,5,1,1,4,5,3,Linguistics
5,1,2,3,5,4,3,1,2,4,1,3,4,4,2,3,5,2,1,4,Linguistics
3,4,3,5,4,5,4,2,1,2,3,4,3,1,3,1,3,3,1,2,Linguistics
5,3,2,1,1,5,5,4,3,3,4,4,4,3,5,4,4,1,3,1,Linguistics
5,1,2,5,3,2,3,4,2,1,1,1,2,1,2,1,2,1,4,4,Linguistics
5,5,4,2,5,3,3,4,2,4,4,2,5,1,3,3,3,5,1,3,Linguistics
4,1,2,3,2,1,4,4,2,4,5,3,3,1,1,3,5,4,4,3,Linguistics
5,1,4,1,5,4,5,4,4,1,5,4,1,1,2,2,5,5,4,3,Linguistics
3,1,5,3,5,3,4,1,5,5,2,1,2,4,1,2,2,1,4,1,Linguistics
1,2,1,5,5,5,5,5,2,4,3,2,5,4,3,2,4,1,3,1,Linguistics
4,4,5,4,3,3,5,1,4,4,4,2,4,5,1,4,4,1,4,5,Linguistics
3,5,2,4,3,1,2,5,5,1,1,3,3,1,4,3,3,5,1,4,Linguistics
4,3,2,2,4,4,4,3,5,3,4,3,2,5,2,1,4,2,1,2,Linguistics
4,2,2,1,5,4,4,1,4,2,5,1,5,4,3,2,1,2,2,3,Linguistics
1,4,3,5,5,4,3,4,5,3,3,4,3,2,2,4,4,1,1,5,Linguistics
5,2,5,5,5,4,1,5,4,3,3,4,4,3,4,3,2,2,3,4,Linguistics
4,5,2,3,4,5,5,1,4,4,5,2,3,5,1,3,4,3,1,4,Linguistics
5,1,4,5,2,1,3,3,3,2,4,2,3,2,2,2,2,3,3,5,Linguistics
2,3,1,5,2,4,2,1,3,3,3,3,1,5,2,1,4,3,2,4,Linguistics
5,2,3,1,4,1,1,5,3,5,5,5,4,4,2,3,2,5,2,3,Linguistics
2,4,4,3,3,4,2,1,1,1,2,2,4,5,2,3,3,3,4,4,Linguistics
5,5,1,5,1,5,2,5,1,4,3,1,2,5,5,1,2,5,1,3,Linguistics
5,3,1,4,3,1,2,2,5,1,4,4,1,4,1,2,5,4,4,4,Linguistics
5,4,1,3,2,2,5,3,1,2,4,1,1,5,2,2,1,4,3,1,Law
5,4,4,1,1,1,4,4,3,4,3,1,5,4,2,4,1,3,5,5,Law
4,4,1,1,2,3,1,2,4,1,2,4,3,5,3,4,4,1,4,3,Law
5,5,2,4,5,1,4,1,2,1,2,1,5,3,1,1,2,3,5,2,Law
5,3,2,2,1,5,4,4,3,5,3,5,2,1,2,1,1,2,4,3,Law
1,5,4,1,4,5,1,3,5,1,2,4,2,5,5,3,4,5,1,2,Law
4,1,5,2,3,5,4,4,4,2,1,1,4,3,5,2,5,4,4,4,Law
2,1,5,5,4,4,1,4,2,2,1,1,3,4,4,3,4,2,4,3,Law
2,3,1,4,4,1,2,3,1,1,2,2,4,3,1,3,3,4,2,2,Law
5,3,4,5,1,1,5,1,2,4,4,3,5,4,3,5,3,3,1,5,Law
4,5,1,5,2,2,2,2,3,1,5,5,5,4,4,5,5,3,3,1,Law
2,2,4,1,4,1,2,2,2,3,3,5,1,4,5,4,2,1,1,1,Law
3,1,2,5,4,3,3,4,2,2,3,4,2,2,3,4,4,3,2,2,Law
5,5,1,3,2,5,4,2,2,3,1,4,4,5,1,2,1,1,4,1,Law
1,1,5,1,5,5,2,1,2,3,3,3,5,2,2,1,3,4,1,3,Law
2,3,5,5,4,4,4,1,3,4,2,3,1,5,3,5,5,5,2,4,Law
1,1,4,1,4,5,2,5,5,2,2,3,3,4,3,1,1,1,4,5,Law
1,5,5,5,3,1,3,1,1,4,5,1,5,1,3,1,4,1,2,3,Law
2,1,5,2,1,4,5,3,5,2,3,1,1,4,5,1,3,1,5,3,Law
5,5,4,3,3,5,5,3,4,2,1,3,2,3,5,1,1,1,4,4,Law
4,4,1,1,1,5,1,4,5,1,5,5,2,3,2,2,2,2,4,2,Law
1,2,4,5,4,4,3,2,3,5,2,1,3,2,1,2,1,1,5,4,Law
5,4,4,3,1,4,1,1,1,2,4,1,2,3,1,5,2,5,4,1,Law
3,3,4,4,5,2,4,1,3,2,1,4,2,5,4,3,2,5,1,4,Law
4,2,2,3,2,1,3,3,2,2,5,4,1,3,2,5,5,3,4,3,Law
5,5,4,2,3,1,4,1,3,2,2,2,1,5,1,3,3,4,4,3,Law
2,3,4,5,1,4,3,3,3,3,2,1,1,1,2,4,2,2,5,1,Law
1,2,1,3,2,2,5,2,5,5,4,5,4,2,4,5,3,5,1,4,Law
3,2,1,2,4,3,1,2,5,1,4,5,5,3,2,2,4,2,5,3,Law
3,2,1,1,3,1,2,1,5,3,2,3,2,5,2,3,5,3,3,4,Law
1,5,3,3,5,1,1,2,4,3,3,2,4,4,4,4,5,5,1,3,Law
5,3,2,5,5,1,3,4,4,1,4,4,2,5,3,1,1,2,3,3,Law
1,3,5,1,2,2,3,3,5,5,4,4,3,3,5,5,2,1,4,1,Law
1,5,3,4,4,5,3,1,1,1,1,2,5,3,5,3,4,3,4,2,Law
2,3,5,5,5,1,1,4,2,1,3,2,2,3,2,2,4,3,1,4,Law
5,3,2,2,5,2,1,4,3,5,4,5,3,1,5,1,1,1,3,5,Law
3,2,1,3,5,4,1,2,1,1,5,2,2,1,2,3,5,4,5,4,Law
3,2,5,1,5,3,5,4,1,4,3,1,2,4,2,4,2,5,3,2,Law
1,3,2,4,1,3,4,4,2,5,1,2,1,3,3,5,3,2,3,2,Law
1,3,2,2,5,1,5,1,4,2,5,1,4,5,4,5,4,1,4,1,Law
4,5,2,5,3,5,1,3,5,5,2,1,5,5,1,5,2,2,1,3,Law
1,5,2,4,3,4,3,3,3,4,5,1,4,5,2,2,5,4,1,5,Law
3,2,3,5,2,1,4,3,3,4,1,1,1,3,1,4,2,5,4,4,Law
1,4,1,5,3,1,1,2,4,1,2,1,1,3,3,5,2,3,3,5,Law
1,1,2,5,2,2,5,1,1,3,3,4,4,1,5,2,3,4,5,2,Law
3,4,4,4,4,3,1,5,3,2,1,5,2,2,1,2,2,4,1,1,Law
4,4,1,4,1,2,5,1,4,5,4,5,1,1,4,1,3,4,5,1,Law
1,1,3,2,3,4,3,1,1,4,4,4,4,2,4,3,2,4,4,5,Law
1,5,2,1,5,2,4,1,4,5,1,3,4,3,5,3,3,3,2,2,Law
5,2,4,3,3,5,1,3,1,3,2,5,2,4,1,5,5,1,4,1,Law
4,1,4,2,1,2,5,3,1,3,3,2,1,5,3,5,5,3,2,1,Law
1,5,1,2,3,5,3,1,4,5,4,5,3,1,2,3,5,4,4,2,Law
5,4,5,3,5,4,1,2,1,4,1,4,1,3,1,3,5,4,2,4,Law
5,3,2,3,2,3,1,4,1,1,4,4,4,5,3,1,3,1,4,2,Law
5,2,2,4,1,3,1,3,5,1,2,4,1,3,2,3,1,2,5,3,Law
1,1,5,2,1,3,2,2,3,3,4,5,3,2,4,2,2,1,3,5,Law
4,3,1,3,3,4,4,1,1,2,3,3,4,4,4,5,1,4,2,4,Law
3,5,1,3,4,4,2,4,3,1,1,3,2,4,1,2,2,1,5,1,Law
5,2,4,3,4,4,3,4,5,1,2,4,2,5,2,3,5,2,4,5,Law
4,5,4,1,1,2,3,2,5,2,4,4,2,3,2,2,1,1,1,2,Law
5,5,4,4,3,3,5,3,1,5,3,4,1,1,2,3,2,4,2,2,Law
1,4,2,1,4,3,4,4,4,5,2,2,3,3,1,2,2,1,4,5,Law
3,1,2,2,2,3,5,2,4,1,1,3,3,1,4,1,4,4,3,1,Law
5,3,4,4,1,3,3,3,5,1,5,2,3,2,4,3,1,4,2,5,Law
1,2,2,2,1,1,1,3,5,3,1,3,4,4,4,4,1,3,2,3,Law
2,3,3,4,5,2,5,3,1,2,5,2,1,1,4,5,4,1,5,3,Law
1,3,2,3,2,3,1,2,2,2,2,4,2,1,5,1,2,5,5,5,Law
3,4,1,4,5,5,1,1,5,5,4,4,5,5,5,2,5,2,2,3,Law
1,2,3,5,3,3,4,4,3,1,2,2,4,5,4,4,4,4,1,1,Law
5,4,3,4,1,3,5,1,3,3,1,2,2,2,5,4,2,2,1,2,Law
2,3,5,5,5,2,1,2,3,4,3,4,5,4,5,2,3,2,3,2,Law
2,3,2,3,3,3,1,3,3,4,1,4,1,2,4,1,5,4,1,1,Law
1,4,5,4,4,1,4,3,5,5,2,5,3,3,3,4,3,1,3,1,Law
5,2,5,1,4,2,1,1,2,3,4,3,5,2,3,5,1,2,1,2,Law
2,4,4,1,2,1,3,1,2,1,1,3,3,1,5,2,4,5,1,4,Law
3,4,2,5,3,1,5,4,1,4,2,2,3,3,4,5,4,5,5,5,Law
2,3,4,5,5,4,3,5,5,1,2,2,3,3,5,5,4,3,1,1,Law
5,1,4,3,1,4,5,2,2,1,5,4,2,2,1,5,1,4,5,2,Law
5,1,4,5,2,1,2,3,5,2,2,2,1,5,2,3,3,2,3,4,Law
3,2,5,2,1,2,2,4,5,4,2,4,4,1,1,5,1,1,1,3,Law
2,4,3,3,3,3,1,5,2,5,2,4,2,2,1,4,2,3,5,3,Law
4,3,1,5,2,5,2,3,2,3,4,1,4,1,5,5,4,1,3,3,Law
4,1,1,3,5,3,1,1,1,2,1,2,3,5,4,4,4,5,5,2,Law
1,4,2,5,2,5,2,4,5,3,1,3,3,2,4,3,1,2,3,1,Law
3,1,3,3,3,2,3,4,5,1,5,4,5,3,5,5,4,1,3,1,Law
5,4,5,4,5,5,2,1,4,1,2,1,2,4,4,3,1,2,2,2,Law
3,3,5,4,1,5,3,5,2,5,4,3,2,2,2,4,3,3,2,3,Law
2,5,3,2,3,1,1,3,1,1,1,5,5,4,2,3,1,3,1,5,Law
2,3,2,1,4,1,3,4,1,2,2,2,2,5,3,4,1,2,5,3,Law
1,4,5,4,5,1,2,1,4,2,1,4,5,1,2,1,3,5,1,3,Law
4,4,1,5,4,1,3,1,2,5,3,3,4,1,2,3,3,1,5,2,Law
5,3,2,1,4,1,4,5,1,5,3,4,5,1,1,4,1,1,3,2,Law
5,3,2,2,1,5,4,5,5,5,1,1,2,2,4,1,5,5,4,4,Law
4,3,1,5,4,5,5,4,5,2,3,4,3,5,3,3,3,1,4,1,Law
5,2,3,4,1,2,1,3,1,5,4,5,3,2,4,5,4,5,2,2,Law
3,5,3,3,1,4,3,5,5,5,1,4,4,1,2,3,4,4,2,1,Law
2,5,2,5,5,3,4,3,5,5,4,3,4,2,1,5,5,3,2,5,Law
3,3,3,3,1,4,2,3,5,1,3,5,2,3,1,1,3,2,1,1,Law
2,5,5,2,1,5,5,5,2,5,4,1,4,4,1,2,2,1,1,3,Law
3,5,5,2,1,1,2,1,4,5,4,4,4,3,2,5,3,4,5,4,Law
1,3,5,3,1,3,5,2,5,3,5,5,4,5,2,1,3,2,5,2,Law
1,2,5,4,5,3,5,5,2,1,5,3,5,2,2,4,4,4,4,5,Law
5,5,1,2,2,5,5,2,2,1,5,4,3,2,1,4,3,3,2,4,Law
1,4,2,3,1,1,2,5,2,4,5,4,4,1,1,5,4,3,1,4,Law
5,2,4,4,3,4,2,1,3,4,1,1,5,2,2,2,4,2,4,3,Law
4,3,5,2,1,2,2,1,3,1,5,2,2,5,4,5,2,2,4,5,Law
5,4,5,5,1,2,5,5,2,1,3,4,1,3,4,1,2,4,4,5,Law
5,2,4,4,4,2,2,5,5,1,5,4,2,5,5,1,2,4,4,4,Law
4,3,1,4,5,5,4,4,1,2,1,1,3,3,5,3,3,4,2,5,Law
2,5,2,3,2,5,2,5,1,3,1,2,3,3,4,4,3,5,2,4,Law
2,5,4,2,1,2,3,3,5,4,4,4,4,1,1,4,3,3,2,5,Law
5,1,5,3,1,1,2,2,2,1,5,4,1,4,5,1,2,5,5,1,Law
5,2,3,3,4,1,4,4,1,1,3,1,5,4,2,2,4,5,2,4,Law
5,4,4,4,4,5,5,3,1,5,4,3,1,2,4,1,1,1,5,5,Law
3,4,3,2,5,5,5,4,5,3,1,2,3,4,5,3,1,3,2,5,Law
1,5,3,5,3,2,2,4,2,2,3,1,4,5,1,3,1,3,5,2,Law
3,4,2,3,1,2,5,5,4,4,3,1,4,1,3,4,2,5,3,3,Law
4,2,3,2,5,5,2,1,2,1,2,2,2,2,5,5,2,2,4,3,Law
3,1,5,3,4,4,3,3,1,3,1,1,3,1,1,1,3,2,2,1,Law
1,4,4,1,5,4,2,1,3,3,2,5,4,1,1,2,4,3,1,5,Law
5,2,4,1,5,1,5,5,3,2,3,2,3,4,1,5,2,3,2,4,Law
3,5,2,1,2,3,4,2,2,1,3,3,3,4,3,2,4,3,2,4,Law
5,3,5,3,5,4,1,5,1,3,5,3,4,3,3,4,4,3,5,1,Law
3,4,2,4,1,2,5,1,4,3,2,2,5,4,3,2,4,4,5,3,Law
1,2,2,5,2,2,3,1,4,2,5,1,2,2,4,2,2,4,3,2,Law
4,4,2,4,1,1,1,5,2,5,5,3,5,2,5,1,3,3,5,2,Law
1,1,2,1,3,4,2,1,4,1,5,4,4,1,1,4,5,5,2,2,Law
1,2,5,2,4,3,2,5,3,4,1,4,4,2,1,5,5,1,2,4,Law
3,2,5,2,2,1,1,2,4,1,1,4,5,1,5,5,3,1,2,1,Law
4,2,4,2,1,4,4,4,2,1,4,2,5,1,3,5,5,4,5,1,Law
4,5,1,5,4,5,3,1,5,2,1,2,2,4,3,5,5,5,2,3,Law
4,3,5,2,3,3,2,2,4,1,3,1,2,3,4,3,3,1,3,3,Law
4,1,4,1,3,1,2,1,4,1,3,3,2,3,5,3,4,1,5,4,Law
5,5,4,3,3,1,5,1,3,5,2,2,2,1,1,5,5,4,3,4,Law
4,5,1,5,1,4,4,2,3,1,3,3,1,5,2,5,2,2,1,2,Law
3,4,2,2,3,1,1,5,3,5,3,2,2,5,5,2,5,2,5,4,Law
2,1,3,5,4,4,3,1,1,1,1,1,1,3,1,2,3,5,2,1,Law
